source,comments,timestamp,text_clean,text_refined,text_for_lda,text_for_bertopic
maps,"Maaf,,mau tanya foto KTP saya tersebar ke penipu karna kasus penipuan,saya takut KTP saya disalahgunakan ..baiknya bagaimana ya??soalnya penipunya belum tertangkap",,maaf mau tanya foto ktp saya tersebar ke penipu karna kasus penipuan saya takut ktp saya disalahgunakan baiknya bagaimana ya soalnya penipunya belum tertangkap,maaf mau tanya foto ktp saya tersebar ke penipu karna kasus penipuan saya takut ktp saya disalahgunakan baiknya bagaimana ya soalnya penipunya belum tertangkap,maaf foto ktp tersebar penipu karna penipuan takut ktp disalahgunakan baiknya penipunya belum tertangkap,maaf mau foto ktp saya tersebar ke penipu karna kasus penipuan saya takut ktp saya disalahgunakan baiknya bagaimana ya soalnya penipunya belum tertangkap
maps,Pelayanan baik dan cepat,,pelayanan baik dan cepat,pelayanan baik dan cepat,pelayanan cepat,pelayanan baik dan cepat
maps,Oi KTP gw kena duplikasi lagi ini? Kata BPJS ketenagakerjaan dan data dari gopay+ KTP teridentifikasi duplikat? Harus pengkinian? Kek mana pengkiniannya? Coba cek KTP saya,,oi ktp gw kena duplikasi lagi ini kata bpjs ketenagakerjaan dan data dari gopay ktp teridentifikasi duplikat harus pengkinian kek mana pengkiniannya coba cek ktp saya,oi ktp gw kena duplikasi lagi ini kata bpjs ketenagakerjaan dan data dari gopay ktp teridentifikasi duplikat harus pengkinian kek mana pengkiniannya coba cek ktp saya,oi ktp gw kena duplikasi bpjs ketenagakerjaan data gopay ktp teridentifikasi duplikat pengkinian kek pengkiniannya coba ktp,oi ktp gw kena duplikasi lagi ini kata bpjs ketenagakerjaan dan data dari gopay ktp teridentifikasi duplikat harus pengkinian kek mana pengkiniannya coba ktp saya
maps,"Halo min,mau tanya apakah bisa cetak KK dan KTP warga Jember dicetak di Surabaya lewat ikd?
Terimakasih 🙏 …",,halo min mau tanya apakah bisa cetak kk dan ktp warga jember dicetak di surabaya lewat ikd terimakasih,halo admin mau tanya apakah bisa cetak kartu keluarga dan ktp warga jember dicetak di surabaya lewat ikd terimakasih,cetak kartu keluarga ktp warga jember dicetak ikd terimakasih,mau apakah bisa cetak kartu keluarga dan ktp warga jember dicetak di lewat ikd terimakasih
maps,"kocak bener ngurus surat kehilangan akta kelahiran , KTP KK sby tp krn kelahiran Mlg jd musti minta surat keabsahan kelahiran dr dispendukcapil Mlg , itupun jauh² kesana eh ternyata petugas Mlg blg harusnya org dispendukcapil Sby yg kudu …",,kocak bener ngurus surat kehilangan akta kelahiran ktp kk sby tp krn kelahiran mlg jd musti minta surat keabsahan kelahiran dr dispendukcapil mlg itupun jauh kesana eh ternyata petugas mlg blg harusnya org dispendukcapil sby yg kudu,kocak bener ngurus surat kehilangan akta_kelahiran ktp kartu keluarga surabaya tp karena kelahiran mlg jd musti minta surat keabsahan kelahiran dari dispendukcapil mlg itupun jauh kesana eh ternyata petugas mlg bilang harusnya org dispendukcapil surabaya yang kudu,kocak bener ngurus surat kehilangan akta_kelahiran ktp kartu keluarga tp kelahiran mlg jd musti surat keabsahan kelahiran mlg itupun kesana eh petugas mlg bilang org kudu,kocak bener ngurus surat kehilangan akta_kelahiran ktp kartu keluarga tp karena kelahiran mlg jd musti minta surat keabsahan kelahiran dari mlg itupun jauh kesana eh ternyata petugas mlg bilang harusnya org yang kudu
maps,"Beberapa bulan ini sempat mengurus persamaan nama satu orang yang sama dg kondisi org tersebut sudah meninggal. Sbg ahli waris, yg sdh riwa riwi ngurus untuk validasi pernyataan tsb awalnya dimulai kepengurusannya di Kelurahan. Di kelurahan …",,beberapa bulan ini sempat mengurus persamaan nama satu orang yang sama dg kondisi org tersebut sudah meninggal sbg ahli waris yg sdh riwa riwi ngurus untuk validasi pernyataan tsb awalnya dimulai kepengurusannya di kelurahan di kelurahan,beberapa bulan ini sempat mengurus persamaan nama satu orang yang sama dg kondisi org tersebut sudah meninggal sbg ahli waris yang sudah riwa riwi ngurus untuk validasi pernyataan tsb awalnya dimulai kepengurusannya di kelurahan di kelurahan,mengurus persamaan nama orang dg kondisi org meninggal sbg ahli waris riwa riwi ngurus validasi pernyataan tsb kepengurusannya kelurahan kelurahan,beberapa bulan ini sempat mengurus persamaan nama satu orang yang sama dg kondisi org tersebut sudah meninggal sbg ahli waris yang sudah riwa riwi ngurus untuk validasi pernyataan tsb awalnya dimulai kepengurusannya di kelurahan di kelurahan
maps,"DISPENDUKCAPIL KOTA SURABAYA memang Joss Gandoss ...... 👍👍👍
Baru beberapa menit melengkapi Dokumen Akte Kematian sudah langsung DONE.
Terima Kasib atas Pelayanannya. (*****) …",,dispendukcapil kota surabaya memang joss gandoss baru beberapa menit melengkapi dokumen akte kematian sudah langsung done terima kasib atas pelayanannya,dispendukcapil kota surabaya memang joss gandoss baru beberapa menit melengkapi dokumen akte kematian sudah langsung done terima kasib atas pelayanannya,kota joss gandoss menit melengkapi dokumen akte kematian langsung done kasib pelayanannya,kota memang joss gandoss baru beberapa menit melengkapi dokumen akte kematian sudah langsung done kasib atas pelayanannya
maps,"Cepat, ramah, dan sangat efisien",,cepat ramah dan sangat efisien,cepat ramah dan sangat efisien,cepat ramah efisien,cepat ramah dan sangat efisien
maps,"Urusan ttd di kelurahan Jamabangan sangat menyulikan kami  WARGA JAMBANGAN, padahal kami untuk mengurus pensiun JANUARI  kenapa syaratnya pakai TTD LURAH, yg pengurusannya harus TTD RT dan RW, kami kesulitan karena butuh waktu lama, RT/RW di tempat kami itu orang kerja sulit dicari, tolong dong Pak WALI KOTA , hal ini dipermudah",,urusan ttd di kelurahan jamabangan sangat menyulikan kami warga jambangan padahal kami untuk mengurus pensiun januari kenapa syaratnya pakai ttd lurah yg pengurusannya harus ttd rt dan rw kami kesulitan karena butuh waktu lama rt rw di tempat kami itu orang kerja sulit dicari tolong dong pak wali kota hal ini dipermudah,urusan ttd di kelurahan jamabangan sangat menyulikan kami warga jambangan padahal kami untuk mengurus pensiun januari kenapa syaratnya pakai ttd lurah yang pengurusannya harus ttd rt dan rw kami kesulitan karena butuh waktu lama rt rw di tempat kami itu orang kerja sulit dicari tolong dong pak wali kota hal ini dipermudah,urusan ttd kelurahan jamabangan menyulikan warga jambangan mengurus pensiun januari syaratnya pakai ttd lurah pengurusannya ttd rt rw kesulitan butuh rt rw orang kerja sulit dicari wali kota hal dipermudah,urusan ttd di kelurahan jamabangan sangat menyulikan kami warga jambangan padahal kami untuk mengurus pensiun januari kenapa syaratnya pakai ttd lurah yang pengurusannya harus ttd rt dan rw kami kesulitan karena butuh waktu lama rt rw di tempat kami itu orang kerja sulit dicari dong wali kota hal ini dipermudah
maps,Min.. Mau cetak KK lewat IKD knp kog gk ada respon ya dh semingguan.. Status masih Permohonan trus,,min mau cetak kk lewat ikd knp kog gk ada respon ya dh semingguan status masih permohonan trus,admin mau cetak kartu keluarga lewat ikd knp kog gk ada respon ya dh semingguan status masih permohonan trus,cetak kartu keluarga ikd knp kog gk respon dh semingguan status permohonan trus,mau cetak kartu keluarga lewat ikd knp kog gk ada respon ya dh semingguan status masih permohonan trus
maps,"Aplikasi klampidnya aneh, kl 1 akun sdh teregistrasi, hrs nya kl ada yg daftar dengan nik yg sama ditolak dong..biasanya dengan tulisan ""akun sdh terdaftar""...klampid terima aja registrasi dobel, eehhh pas hrs di hapus di haruskan dtg ke …",,aplikasi klampidnya aneh kl akun sdh teregistrasi hrs nya kl ada yg daftar dengan nik yg sama ditolak dong biasanya dengan tulisan akun sdh terdaftar klampid terima aja registrasi dobel eehhh pas hrs di hapus di haruskan dtg ke,aplikasi klampidnya aneh kalau akun sudah teregistrasi hrs nya kalau ada yang daftar dengan nik yang sama ditolak dong biasanya dengan tulisan akun sudah terdaftar klampid terima aja registrasi dobel eehhh pas hrs di hapus di haruskan dtg ke,aplikasi klampidnya aneh akun teregistrasi hrs daftar nik ditolak tulisan akun terdaftar klampid registrasi dobel eehhh hrs hapus haruskan dtg,aplikasi klampidnya aneh kalau akun sudah teregistrasi hrs nya kalau ada yang daftar dengan nik yang sama ditolak dong biasanya dengan tulisan akun sudah terdaftar klampid aja registrasi dobel eehhh pas hrs di hapus di haruskan dtg ke
maps,"Sebenernya kebantu banget adanya aplikasi klampid. Cuma di era kepemimpinan Bapak Eri yang terhormat, entah segala pengurusan mulai dari saya urus KTP Ibu saya perubahan status janda dan keabsahan akta lahir kakak saya lamaaaa sekali. KTP …",,sebenernya kebantu banget adanya aplikasi klampid cuma di era kepemimpinan bapak eri yang terhormat entah segala pengurusan mulai dari saya urus ktp ibu saya perubahan status janda dan keabsahan akta lahir kakak saya lamaaaa sekali ktp,sebenernya kebantu banget adanya aplikasi klampid cuma di era kepemimpinan bapak eri yang terhormat entah segala pengurusan mulai dari saya urus ktp ibu saya perubahan status janda dan keabsahan akta lahir kakak saya lamaaaa sekali ktp,kebantu aplikasi klampid era kepemimpinan bapak eri terhormat pengurusan urus ktp perubahan status janda keabsahan akta lahir kakak lamaaaa ktp,sebenernya kebantu banget adanya aplikasi klampid cuma di era kepemimpinan bapak eri yang terhormat entah segala pengurusan mulai dari saya urus ktp ibu saya perubahan status janda dan keabsahan akta lahir kakak saya lamaaaa sekali ktp
maps,"menurut saya pelayanan yang di berikan sangat menyusahkan bagi penduduk luar surabaya apalagi dalam hal pencetakan fisik e-ktp,masa saya di suruh pulang ke sumatra lalu cetak di sana hufhhh",,menurut saya pelayanan yang di berikan sangat menyusahkan bagi penduduk luar surabaya apalagi dalam hal pencetakan fisik e ktp masa saya di suruh pulang ke sumatra lalu cetak di sana hufhhh,menurut saya pelayanan yang di berikan sangat menyusahkan bagi penduduk luar surabaya apalagi dalam hal pencetakan fisik ktp masa saya di suruh pulang ke sumatra lalu cetak di sana hufhhh,pelayanan menyusahkan penduduk hal pencetakan fisik ktp suruh pulang sumatra cetak hufhhh,menurut saya pelayanan yang di berikan sangat menyusahkan bagi penduduk luar apalagi dalam hal pencetakan fisik ktp masa saya di suruh pulang ke sumatra lalu cetak di sana hufhhh
maps,"Ribet & ruwet, proses ganti akun aja harus datang kesana, lah gunanya sistem online apa ya ?,",,ribet ruwet proses ganti akun aja harus datang kesana lah gunanya sistem online apa ya,ribet ruwet proses ganti akun aja harus datang kesana lah gunanya sistem online apa ya,ribet ruwet proses ganti akun kesana gunanya sistem online,ribet ruwet proses ganti akun aja harus datang kesana lah gunanya sistem online apa ya
maps,Hallo min maaf ijin bertanya untuk pindah kependudukan dari provinsi lain ke sby jatim bisa secara online tidak ya?,,hallo min maaf ijin bertanya untuk pindah kependudukan dari provinsi lain ke sby jatim bisa secara online tidak ya,hallo admin maaf ijin bertanya untuk pindah kependudukan dari provinsi lain ke surabaya jatim bisa secara online tidak ya,hallo maaf ijin pindah kependudukan provinsi jatim online tidak,hallo maaf ijin bertanya untuk pindah kependudukan dari provinsi lain ke jatim bisa secara online tidak ya
maps,Mohon infonya jika kk salah dalam penulisan nama kepala keluarga dan nama ibu kandung berapa proses selesai nya dan itu sudah lama baru tahu kalau bagian nama kurang salah satu huruf dan ibu kandung salah nama mohon info lama proses nya,,mohon infonya jika kk salah dalam penulisan nama kepala keluarga dan nama ibu kandung berapa proses selesai nya dan itu sudah lama baru tahu kalau bagian nama kurang salah satu huruf dan ibu kandung salah nama mohon info lama proses nya,mohon infonya jika kartu keluarga salah dalam penulisan nama kepala keluarga dan nama ibu kandung berapa proses selesai nya dan itu sudah lama baru tahu kalau bagian nama kurang salah satu huruf dan ibu kandung salah nama mohon info lama proses nya,infonya kartu keluarga salah penulisan nama kepala keluarga nama kandung proses selesai nama kurang salah huruf kandung salah nama info proses,infonya jika kartu keluarga salah dalam penulisan nama kepala keluarga dan nama ibu kandung berapa proses selesai nya dan itu sudah lama baru tahu kalau bagian nama kurang salah satu huruf dan ibu kandung salah nama info lama proses nya
maps,Pelayanannya Ok banget. Salut.,,pelayanannya ok banget salut,pelayanannya ok banget salut,pelayanannya ok salut,pelayanannya ok banget salut
maps,Alamat KTP ada yg rusak jd tidak jelas & pengen ganti foto (yg lama tdk berhijab) apa bisa langsung ke Klampid siola?,,alamat ktp ada yg rusak jd tidak jelas pengen ganti foto yg lama tdk berhijab apa bisa langsung ke klampid siola,alamat ktp ada yang rusak jd tidak jelas pengen ganti foto yang lama tidak berhijab apa bisa langsung ke klampid siola,alamat ktp rusak jd tidak ganti foto tidak berhijab langsung klampid,alamat ktp ada yang rusak jd tidak jelas pengen ganti foto yang lama tidak berhijab apa bisa langsung ke klampid
maps,Saya sangat berterimakasih sekali atas pelayanan kependudukan dikota surabaya  pengurusan lewat balai RW sesuai domilisi sangat mempermudah dan membantu warga sekitar terutama bagi lansia sehingga tdk jauh2 harus ke kantor kelurahan dan tdk perlu bolak balik sukses sll buat dinas kependudukan kota surabaya.,,saya sangat berterimakasih sekali atas pelayanan kependudukan dikota surabaya pengurusan lewat balai rw sesuai domilisi sangat mempermudah dan membantu warga sekitar terutama bagi lansia sehingga tdk jauh harus ke kantor kelurahan dan tdk perlu bolak balik sukses sll buat dinas kependudukan kota surabaya,saya sangat berterimakasih sekali atas pelayanan kependudukan dikota surabaya pengurusan lewat balai rw sesuai domilisi sangat mempermudah dan membantu warga sekitar terutama bagi lansia sehingga tidak jauh harus ke kantor kelurahan dan tidak perlu bolak balik sukses sll buat dinas kependudukan kota surabaya,berterimakasih pelayanan kependudukan dikota pengurusan balai rw sesuai domilisi mempermudah membantu warga lansia tidak kantor kelurahan tidak bolak sukses sll dinas kependudukan kota,saya sangat berterimakasih sekali atas pelayanan kependudukan dikota pengurusan lewat balai rw sesuai domilisi sangat mempermudah dan membantu warga sekitar terutama bagi lansia sehingga tidak jauh harus ke kantor kelurahan dan tidak perlu bolak balik sukses sll buat dinas kependudukan kota
maps,"Urus akte lahir cepat selesai dan pelayanan nya mantap
Buat mbak Nyimas SEMANGAT",,urus akte lahir cepat selesai dan pelayanan nya mantap buat mbak nyimas semangat,urus akte lahir cepat selesai dan pelayanan nya mantap buat mbak nyimas semangat,urus akte lahir cepat selesai pelayanan mantap mbak nyimas semangat,urus akte lahir cepat selesai dan pelayanan nya mantap buat mbak nyimas semangat
maps,"bagus sekali dispendukcapil Surabaya ini, pelayanan sudah sampai di kelurahan jadi warga tidak perlu datang ke siola bagi apalagi bagi yang rumahnya jauh. pelayanan maksimal dan cepat, solusi sesuai dengan apa yang dapat memudahkan pemohon …",,bagus sekali dispendukcapil surabaya ini pelayanan sudah sampai di kelurahan jadi warga tidak perlu datang ke siola bagi apalagi bagi yang rumahnya jauh pelayanan maksimal dan cepat solusi sesuai dengan apa yang dapat memudahkan pemohon,bagus sekali dispendukcapil surabaya ini pelayanan sudah sampai di kelurahan jadi warga tidak perlu datang ke siola bagi apalagi bagi yang rumahnya jauh pelayanan maksimal dan cepat solusi sesuai dengan apa yang dapat memudahkan pemohon,bagus pelayanan kelurahan warga tidak rumahnya pelayanan maksimal cepat solusi sesuai memudahkan pemohon,bagus sekali ini pelayanan sudah sampai di kelurahan jadi warga tidak perlu datang ke bagi apalagi bagi yang rumahnya jauh pelayanan maksimal dan cepat solusi sesuai dengan apa yang dapat memudahkan pemohon
maps,Pelayanan sangat baik dan ramah,,pelayanan sangat baik dan ramah,pelayanan sangat baik dan ramah,pelayanan ramah,pelayanan sangat baik dan ramah
maps,"Sistem layanan kependudukan di jaman kepemimpinan sekarang saya rasa perlu ""dikembalikan"" kepada saat bu Risma dahulu. Saya mengalami masalah lupa username dan email yang terkoneksi ke eKlampid, saya sudah cb mendaftar ulang namun untuk …",,sistem layanan kependudukan di jaman kepemimpinan sekarang saya rasa perlu dikembalikan kepada saat bu risma dahulu saya mengalami masalah lupa username dan email yang terkoneksi ke eklampid saya sudah cb mendaftar ulang namun untuk,sistem layanan kependudukan di jaman kepemimpinan sekarang saya rasa perlu dikembalikan kepada saat bu risma dahulu saya mengalami masalah lupa username dan email yang terkoneksi ke eklampid saya sudah cb mendaftar ulang namun untuk,sistem layanan kependudukan jaman kepemimpinan dikembalikan risma mengalami lupa username email terkoneksi eklampid cb mendaftar ulang,sistem layanan kependudukan di jaman kepemimpinan sekarang saya rasa perlu dikembalikan kepada saat risma dahulu saya mengalami masalah lupa username dan email yang terkoneksi ke eklampid saya sudah cb mendaftar ulang namun untuk
maps,Selamat Pagi Kak Saya Mau Nanyak KTP Saya Kan Hilang Untuk Mencetak Ulang KTP Syaratnya Apa Saja Kak Tapi KTP Saya Kota Situbondo …,,selamat pagi kak saya mau nanyak ktp saya kan hilang untuk mencetak ulang ktp syaratnya apa saja kak tapi ktp saya kota situbondo,selamat pagi kak saya mau nanyak ktp saya kan hilang untuk mencetak_ulang ktp syaratnya apa saja kak tapi ktp saya kota situbondo,selamat nanyak ktp hilang mencetak_ulang ktp syaratnya ktp kota situbondo,selamat saya mau nanyak ktp saya kan hilang untuk mencetak_ulang ktp syaratnya apa saja tapi ktp saya kota situbondo
maps,Disuruh ngisi ulasan sama petugas kelurahan kapasari tapi wajib di isi yang baik-baik serta diawasi ngetiknya dan sebelum di posting dicek dulu sama petugasnya. Secara tersirat mewajibkan para warga untuk memaksa memberikan ulasan yang sesuai dengan harapan mereka agar aman wkwkwkwk,,disuruh ngisi ulasan sama petugas kelurahan kapasari tapi wajib di isi yang baik baik serta diawasi ngetiknya dan sebelum di posting dicek dulu sama petugasnya secara tersirat mewajibkan para warga untuk memaksa memberikan ulasan yang sesuai dengan harapan mereka agar aman wkwkwkwk,disuruh ngisi ulasan sama petugas kelurahan kapasari tapi wajib di isi yang baik baik serta diawasi ngetiknya dan sebelum di posting dicek dulu sama petugasnya secara tersirat mewajibkan para warga untuk memaksa memberikan ulasan yang sesuai dengan harapan mereka agar aman wkwkwkwk,disuruh ngisi ulasan petugas kelurahan kapasari wajib isi diawasi ngetiknya posting dicek petugasnya tersirat mewajibkan warga memaksa ulasan sesuai harapan aman wkwkwkwk,disuruh ngisi ulasan sama petugas kelurahan kapasari tapi wajib di isi yang baik baik serta diawasi ngetiknya dan sebelum di posting dicek dulu sama petugasnya secara tersirat mewajibkan para warga untuk memaksa memberikan ulasan yang sesuai dengan harapan mereka agar aman wkwkwkwk
maps,Untuk aplikasi lumayan lancar dan kadang ada aplikasi yang tiba- tiba di hilangkan tanpa pemberitahuan,,untuk aplikasi lumayan lancar dan kadang ada aplikasi yang tiba tiba di hilangkan tanpa pemberitahuan,untuk aplikasi lumayan lancar dan kadang ada aplikasi yang tiba tiba di hilangkan tanpa pemberitahuan,aplikasi lumayan lancar aplikasi hilangkan pemberitahuan,untuk aplikasi lumayan lancar dan kadang ada aplikasi yang tiba tiba di hilangkan tanpa pemberitahuan
maps,"Pelayanan nya cepet sat set, ramah, baik, sukses selalu.. Amin",,pelayanan nya cepet sat set ramah baik sukses selalu amin,pelayanan nya cepet sat set ramah baik sukses selalu amin,pelayanan cepet sat set ramah sukses amin,pelayanan nya cepet sat set ramah baik sukses selalu amin
maps,Pelayan cepat dan mudah,,pelayan cepat dan mudah,pelayan cepat dan mudah,pelayan cepat mudah,pelayan cepat dan mudah
maps,"Ngga tau siapa yg salah, tapi agak kecewa sama hasil tanda tangan di ktp, jadi kecil bgt sampai susah terbaca kalau mau verifikasi. Pas buat rasanya udh gede, tapi pas jdi di ktp jdi kyk tompel. Mohon maaf nnti klo kita ada keperluan tanda …",,ngga tau siapa yg salah tapi agak kecewa sama hasil tanda tangan di ktp jadi kecil bgt sampai susah terbaca kalau mau verifikasi pas buat rasanya udh gede tapi pas jdi di ktp jdi kyk tompel mohon maaf nnti klo kita ada keperluan tanda,ngga tau siapa yang salah tapi agak kecewa sama hasil tanda tangan di ktp jadi kecil bgt sampai susah terbaca kalau mau verifikasi pas buat rasanya udh gede tapi pas jdi di ktp jdi kyk tompel mohon maaf nnti kalau kita ada keperluan tanda,ngga tau salah kecewa hasil tanda tangan ktp bgt susah terbaca verifikasi udh gede jdi ktp jdi kyk tompel maaf nnti keperluan tanda,ngga tau siapa yang salah tapi agak kecewa sama hasil tanda tangan di ktp jadi kecil bgt sampai susah terbaca kalau mau verifikasi pas buat rasanya udh gede tapi pas jdi di ktp jdi kyk tompel maaf nnti kalau kita ada keperluan tanda
maps,"Mengurus KK dan KTP baru sekalian ganti status seperti pekerjaan, jenjang pendidikan, golongan darah tapi tidak ada arahan untuk membawa surat2 keterangan yang menunjang pergantian status tersebut seperti kontrak kerja, surat dari dokter …",,mengurus kk dan ktp baru sekalian ganti status seperti pekerjaan jenjang pendidikan golongan darah tapi tidak ada arahan untuk membawa surat keterangan yang menunjang pergantian status tersebut seperti kontrak kerja surat dari dokter,mengurus kartu keluarga dan ktp baru sekalian ganti status seperti pekerjaan jenjang pendidikan golongan darah tapi tidak ada arahan untuk membawa surat keterangan yang menunjang pergantian status tersebut seperti kontrak kerja surat dari dokter,mengurus kartu keluarga ktp ganti status pekerjaan jenjang pendidikan golongan darah tidak arahan membawa surat keterangan menunjang pergantian status kontrak kerja surat dokter,mengurus kartu keluarga dan ktp baru sekalian ganti status seperti pekerjaan jenjang pendidikan golongan darah tapi tidak ada arahan untuk membawa surat keterangan yang menunjang pergantian status tersebut seperti kontrak kerja surat dari dokter
maps,halo kak mau nanya untuk mengurus ktp online apakah bisa dan apa di kenakan biyaya terimakasih,,halo kak mau nanya untuk mengurus ktp online apakah bisa dan apa di kenakan biyaya terimakasih,halo kak mau nanya untuk mengurus ktp online apakah bisa dan apa di kenakan biyaya terimakasih,mengurus ktp online kenakan biyaya terimakasih,mau nanya untuk mengurus ktp online apakah bisa dan apa di kenakan biyaya terimakasih
maps,"Maaf mau tanya, apa bisa cetak ktp disini, pindah alamat dalam kota soalnya, jadi butuh ktp fisik untuk pengurusan pindah samsat",,maaf mau tanya apa bisa cetak ktp disini pindah alamat dalam kota soalnya jadi butuh ktp fisik untuk pengurusan pindah samsat,maaf mau tanya apa bisa cetak ktp disini pindah alamat dalam kota soalnya jadi butuh ktp fisik untuk pengurusan pindah samsat,maaf cetak ktp pindah alamat kota butuh ktp fisik pengurusan pindah samsat,maaf mau apa bisa cetak ktp disini pindah alamat dalam kota soalnya jadi butuh ktp fisik untuk pengurusan pindah samsat
maps,"Sumpah ribet banget ngurus KTP hilang aja harus di oper kesana kesini
Saya dari luar jawa ngga lama di sby malah harus nunggu berminggu² bener² dah pelayanan nya jelek banget, semoga bisa baik kedepan nya",,sumpah ribet banget ngurus ktp hilang aja harus di oper kesana kesini saya dari luar jawa ngga lama di sby malah harus nunggu berminggu bener dah pelayanan nya jelek banget semoga bisa baik kedepan nya,sumpah ribet banget ngurus ktp hilang aja harus di oper kesana kesini saya dari luar jawa ngga lama di surabaya malah harus nunggu berminggu bener dah pelayanan nya jelek banget semoga bisa baik kedepan nya,sumpah ribet ngurus ktp hilang oper kesana kesini jawa ngga nunggu berminggu bener dah pelayanan jelek semoga kedepan,sumpah ribet banget ngurus ktp hilang aja harus di oper kesana kesini saya dari luar jawa ngga lama di malah harus nunggu berminggu bener dah pelayanan nya jelek banget semoga bisa baik kedepan nya
maps,Haloo adminn ktp ku asli bandung tapi ktp nya buram pengen di benerin liat dimedsos katanya bisa di dukcapil terdekat apa bener bisa???,,haloo adminn ktp ku asli bandung tapi ktp nya buram pengen di benerin liat dimedsos katanya bisa di dukcapil terdekat apa bener bisa,haloo adminn ktp ku asli bandung tapi ktp nya buram pengen di benerin liat dimedsos katanya bisa di dukcapil terdekat apa bener bisa,haloo adminn ktp ku asli bandung ktp buram benerin liat dimedsos dukcapil terdekat bener,haloo adminn ktp ku asli bandung tapi ktp nya buram pengen di benerin liat dimedsos katanya bisa di dukcapil terdekat apa bener bisa
maps,"Maaf kak, izin bertanya kalau perbaharui KK gimana nya syarat dan langkah nya",,maaf kak izin bertanya kalau perbaharui kk gimana nya syarat dan langkah nya,maaf kak izin bertanya kalau perbaharui kartu keluarga gimana nya syarat dan langkah nya,maaf izin perbaharui kartu keluarga gimana syarat langkah,maaf izin bertanya kalau perbaharui kartu keluarga gimana nya syarat dan langkah nya
maps,"Hanya ingin cetak ulang KTP saja mbuletnya minta ampun... Janjinya 14 hari sudah jadi, tiba waktunya pengambilan alasannya blangkonya habis, birokrasi macam apa ini.. cetak SIM 1-2 jam selasai, giliran KTP molor... Apa karena gak ada duitnya kali ya.. akhirnya dianggap enteng gitu...",,hanya ingin cetak ulang ktp saja mbuletnya minta ampun janjinya hari sudah jadi tiba waktunya pengambilan alasannya blangkonya habis birokrasi macam apa ini cetak sim jam selasai giliran ktp molor apa karena gak ada duitnya kali ya akhirnya dianggap enteng gitu,hanya ingin cetak_ulang ktp saja mbuletnya minta ampun janjinya hari sudah jadi tiba waktunya pengambilan alasannya blangkonya habis birokrasi macam apa ini cetak sim jam selasai giliran ktp molor apa karena tidak ada duitnya kali ya akhirnya dianggap enteng gitu,cetak_ulang ktp mbuletnya ampun janjinya pengambilan alasannya blangkonya habis birokrasi cetak sim jam selasai giliran ktp molor tidak duitnya dianggap enteng,hanya ingin cetak_ulang ktp saja mbuletnya minta ampun janjinya hari sudah jadi tiba waktunya pengambilan alasannya blangkonya habis birokrasi macam apa ini cetak sim jam selasai giliran ktp molor apa karena tidak ada duitnya kali ya akhirnya dianggap enteng gitu
maps,"Pelayan ramah , bagus",,pelayan ramah bagus,pelayan ramah bagus,pelayan ramah bagus,pelayan ramah bagus
maps,Pelayanannya cepat tp ada kekurangan yaitu kami yg mau cetak ulang KTP tidak finis dan kami tidak puas... Alasannya Bahan bakunya Habis...informasinya dari petugas di loket pelayanan. …,,pelayanannya cepat tp ada kekurangan yaitu kami yg mau cetak ulang ktp tidak finis dan kami tidak puas alasannya bahan bakunya habis informasinya dari petugas di loket pelayanan,pelayanannya cepat tp ada kekurangan yaitu kami yang mau cetak_ulang ktp tidak finis dan kami tidak puas alasannya bahan bakunya habis informasinya dari petugas di loket pelayanan,pelayanannya cepat tp kekurangan cetak_ulang ktp tidak finis tidak puas alasannya bahan bakunya habis informasinya petugas loket pelayanan,pelayanannya cepat tp ada kekurangan yaitu kami yang mau cetak_ulang ktp tidak finis dan kami tidak puas alasannya bahan bakunya habis informasinya dari petugas di loket pelayanan
maps,"untuk inovasi lontong balapnya bunda sangat tertolong dengan tidak perlu datg ke pengadilan cukup ke siola sidang gak sampe 1/2 jam penetapan pengadilan sudah di tangan, makasih dispendukcapil dan pemerintah kota surabaya serta Pengadilan Negeri surabaya. sukses selalu",,untuk inovasi lontong balapnya bunda sangat tertolong dengan tidak perlu datg ke pengadilan cukup ke siola sidang gak sampe jam penetapan pengadilan sudah di tangan makasih dispendukcapil dan pemerintah kota surabaya serta pengadilan negeri surabaya sukses selalu,untuk inovasi lontong_balapnya bunda sangat tertolong dengan tidak perlu datg ke pengadilan cukup ke siola sidang tidak sampe jam penetapan pengadilan sudah di tangan makasih dispendukcapil dan pemerintah kota surabaya serta pengadilan negeri surabaya sukses selalu,inovasi lontong_balapnya bunda tertolong tidak datg pengadilan sidang tidak sampe jam penetapan pengadilan tangan pemerintah kota pengadilan negeri sukses,untuk inovasi lontong_balapnya bunda sangat tertolong dengan tidak perlu datg ke pengadilan cukup ke sidang tidak sampe jam penetapan pengadilan sudah di tangan makasih dan pemerintah kota serta pengadilan negeri sukses selalu
